player_id,college_pid,name,first_name,last_name,birth_year,birth_date,draft_year,round,pick,position,position1,draft_year1,height,weight,bmi,arm_length,hand_size,front_shoulder,back_shoulder,wonderlic,pass_velocity,ten_yard,twenty_yard,forty_yard,bench_press,vertical_leap,broad_jump,shuttle,sixty_shuttle,three_cone,four_square
AlfoBr00,brian-alford-1,Brian Alford,Brian,Alford,1975,1975-06-07,1998.0,3.0,70.0,WR,WR,1998.0,73.5,187.0,24.92,33.13,9.63,12.5,16.0,0.0,0.0,1.55,2.6,4.46,0.0,37.0,127.0,4.04,11.08,7.49,0.0
AlfoMa00,mario-alford-1,Mario Alford,Mario,Alford,1992,1992-02-25,2015.0,7.0,238.0,WR,WR,2015.0,68.5,180.0,27.62,31.25,9.38,0.0,0.0,0.0,0.0,1.64,2.64,4.43,13.0,34.0,121.0,4.07,11.22,6.64,0.0
AlieMo00,,Mo Alie-Cox,Mo,Alie-Cox,1993,1993-09-19,,,,,,,,,,,,,,,,,,,,,,,,,
AlixCh00,,Charles Ali,Charles,Ali,1984,1984-08-23,,,,,,,,,,,,,,,,,,,,,,,,,
AlleAn00,anthony-allen-2,Anthony Allen,Anthony,Allen,1959,1959-06-29,,,,,,,,,,,,,,,,,,,,,,,,,
AlleAn01,anthony-allen-1,Anthony Allen,Anthony,Allen,1988,1988-08-06,2011.0,7.0,225.0,RB,RB,2011.0,72.75,228.0,31.02,30.38,9.63,0.0,0.0,0.0,0.0,1.53,2.55,4.56,24.0,41.5,120.0,4.06,11.46,6.79,0.0
AlleAr00,armando-allen-1,Armando Allen,Armando,Allen,1989,1989-04-30,,,,,,,,,,,,,,,,,,,,,,,,,
AlleBr00,brandon-allen-2,Brandon Allen,Brandon,Allen,1992,1992-09-05,2016.0,6.0,201.0,QB,QB,2016.0,73.38,217.0,29.02,31.25,8.88,0.0,0.0,0.0,55.0,1.71,2.82,4.84,0.0,28.0,110.0,4.33,0.0,7.06,0.0
AlleBr20,brian-allen-2,Brian Allen,Brian,Allen,1980,1980-04-20,2002.0,6.0,204.0,RB,RB,2002.0,69.0,209.0,31.61,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.54,4.46,19.0,33.0,112.0,4.08,0.0,6.9,0.0
AlleDa00,david-allen-1,David Allen,David,Allen,1978,1978-02-09,,,,,,,,,,,,,,,,,,,,,,,,,
AlleDw00,dwayne-allen-1,Dwayne Allen,Dwayne,Allen,1990,1990-02-24,2012.0,3.0,64.0,TE,TE,2012.0,75.13,255.0,32.53,33.0,9.63,0.0,0.0,0.0,0.0,1.66,2.75,4.85,27.0,32.0,110.0,4.37,12.07,7.12,0.0
AlleJa00,james-allen-2,James Allen,James,Allen,1975,1975-03-28,,,,,,,,,,,,,,,,,,,,,,,,,
AlleJa01,javorius-allen-1,Javorius Allen,Javorius,Allen,1991,1991-08-27,2015.0,4.0,125.0,RB,RB,2015.0,72.5,221.0,30.27,31.75,9.38,0.0,0.0,12.0,0.0,1.58,2.64,4.53,11.0,35.5,121.0,4.28,0.0,6.96,0.0
AlleJo02,josh-allen-7,Josh Allen,Josh,Allen,1996,1996-05-21,2018.0,1.0,7.0,QB,QB,2018.0,77.0,237.0,28.78,33.25,10.13,0.0,0.0,0.0,62.0,1.59,2.74,4.75,0.0,33.5,119.0,4.4,0.0,6.9,0.0
AlleKe00,keenan-allen-1,Keenan Allen,Keenan,Allen,1992,1992-04-27,2013.0,3.0,76.0,WR,,,,,,,,,,,,,,,,,,,,,
AlleKy00,kyle-allen-1,Kyle Allen,Kyle,Allen,1996,1996-03-08,,,,,,,,,,,,,,,,,,,,,,,,,
AlleMa00,marcus-allen-3,Marcus Allen,Marcus,Allen,1960,1960-03-26,,,,,,,,,,,,,,,,,,,,,,,,,
AlleMa01,marvin-allen-1,Marvin Allen,Marvin,Allen,1966,1965-11-23,1988.0,11.0,294.0,RB,RB,1988.0,69.8,213.0,31.48,0.0,9.0,0.0,0.0,0.0,0.0,1.61,2.67,4.55,15.0,31.0,110.0,4.54,12.56,0.0,10.14
AlleTe00,terry-allen-2,Terry Allen,Terry,Allen,1968,1968-02-21,1990.0,9.0,241.0,RB,,,,,,,,,,,,,,,,,,,,,
AlleTr00,tremayne-allen-1,Tremayne Allen,Tremayne,Allen,1974,1974-08-09,,,,,,,,,,,,,,,,,,,,,,,,,
AlliAu00,aundrae-allison-1,Aundrae Allison,Aundrae,Allison,1986,1986-04-20,2007.0,5.0,146.0,WR,WR,2007.0,72.25,198.0,27.31,32.25,9.0,6.0,12.5,0.0,0.0,1.5,2.5,4.42,0.0,37.0,127.0,0.0,0.0,0.0,0.0
AlliGe01,geronimo-allison-1,Geronimo Allison,Geronimo,Allison,1994,1994-01-18,,,,,,,,,,,,,,,,,,,,,,,,,
AllrJo00,john-allred-1,John Allred,John,Allred,1975,1974-09-09,1997.0,2.0,38.0,TE,TE,1997.0,76.4,244.0,30.1,32.5,10.0,24.5,15.0,0.0,0.0,1.73,2.88,5.01,15.0,32.0,112.0,4.32,11.7,7.45,0.0
AlphGe20,gerald-alphin-1,Gerald Alphin,Gerald,Alphin,1964,1964-05-21,,,,,,,,,,,,,,,,,,,,,,,,,
AlstLy20,lyneal-alston-1,Lyneal Alston,Lyneal,Alston,1964,1964-07-23,,,,,,,,,,,,,,,,,,,,,,,,,
AlstMi00,mike-alstott-1,Mike Alstott,Mike,Alstott,1974,1973-12-21,1996.0,2.0,35.0,RB,,,,,,,,,,,,,,,,,,,,,
AmarJa00,jace-amaro-1,Jace Amaro,Jace,Amaro,1992,1992-06-26,2014.0,2.0,49.0,TE,TE,2014.0,77.38,265.0,31.87,34.0,9.0,0.0,0.0,0.0,0.0,1.64,2.76,4.74,28.0,33.0,116.0,4.3,12.26,7.42,0.0
AmenDa00,danny-amendola-1,Danny Amendola,Danny,Amendola,1985,1985-11-02,,,,,,,,,,,,,,,,,,,,,,,,,
AndeAl00,alfred-anderson-1,Alfred Anderson,Alfred,Anderson,1961,1961-08-04,,,,,,,,,,,,,,,,,,,,,,,,,
AndeC.00,,C.J. Anderson,C.J.,Anderson,1991,1991-02-10,,,,,,,,,,,,,,,,,,,,,,,,,
AndeCo00,courtney-anderson-1,Courtney Anderson,Courtney,Anderson,1981,1980-11-19,2004.0,7.0,245.0,TE,TE,2004.0,78.0,269.0,31.83,0.0,0.0,0.0,0.0,0.0,0.0,1.76,2.86,4.89,17.0,30.0,106.0,4.54,0.0,7.86,0.0
AndeDa00,damien-anderson-1,Damien Anderson,Damien,Anderson,1979,1979-07-17,,,,,,,,,,,,,,,,,,,,,,,,,
AndeDa01,david-anderson-1,David Anderson,David,Anderson,1983,1983-07-28,2006.0,7.0,251.0,WR,WR,2006.0,70.5,192.0,27.81,29.88,9.5,16.0,18.0,0.0,0.0,1.61,2.67,4.6,0.0,34.0,116.0,4.2,11.67,6.88,0.0
AndeDe00,derek-anderson-1,Derek Anderson,Derek,Anderson,1983,1983-06-15,2005.0,6.0,213.0,QB,QB,2005.0,78.13,242.0,28.54,33.0,9.88,15.0,20.0,23.0,0.0,1.77,2.95,5.06,0.0,29.0,101.0,4.62,0.0,7.67,0.0
AndeDe01,deon-anderson-1,Deon Anderson,Deon,Anderson,1983,1983-01-27,2007.0,6.0,195.0,RB,,,,,,,,,,,,,,,,,,,,,
AndeFl00,flipper-anderson-1,Flipper Anderson,Flipper,Anderson,1965,1965-03-07,1988.0,2.0,46.0,WR,WR,1988.0,71.6,169.0,23.74,0.0,9.5,0.0,0.0,0.0,0.0,1.57,2.6,4.45,4.0,35.5,117.0,4.31,11.3,0.0,10.04
AndeGa00,gary-anderson-2,Gary Anderson,Gary,Anderson,1961,1961-04-18,,,,,,,,,,,,,,,,,,,,,,,,,
AndeJa00,jamal-anderson-1,Jamal Anderson,Jamal,Anderson,1973,1972-09-30,1994.0,7.0,201.0,RB,,,,,,,,,,,,,,,,,,,,,
AndeJe00,jesse-anderson-1,Jesse Anderson,Jesse,Anderson,1966,1966-07-26,1990.0,4.0,87.0,TE,TE,1990.0,73.8,243.0,32.12,33.38,9.5,0.0,0.0,0.0,0.0,1.62,2.65,4.59,17.0,35.0,118.0,4.2,11.42,0.0,10.02
AndeKi00,kimble-anders-1,Kimble Anders,Kimble,Anders,1966,1966-09-10,,,,,,,,,,,,,,,,,,,,,,,,,
AndeMi00,mike-anderson-7,Mike Anderson,Mike,Anderson,1974,1973-09-21,2000.0,6.0,189.0,RB,,,,,,,,,,,,,,,,,,,,,
AndeNe00,neal-anderson-1,Neal Anderson,Neal,Anderson,1964,1964-08-14,,,,,,,,,,,,,,,,,,,,,,,,,
AndeOt00,ottis-anderson-1,Ottis Anderson,Ottis,Anderson,1957,1957-01-19,,,,,,,,,,,,,,,,,,,,,,,,,
AndeRi00,richie-anderson-1,Richie Anderson,Richie,Anderson,1972,1971-09-13,1993.0,6.0,144.0,RB,RB,1993.0,73.8,220.0,29.08,32.25,9.0,0.0,0.0,0.0,0.0,1.62,2.68,4.56,16.0,35.5,121.0,4.27,11.6,0.0,8.7
AndeRo00,,Ronnie Anderson,Ronnie,Anderson,1974,1974-02-27,,,,,,,,,,,,,,,,,,,,,,,,,
AndeRo01,rory-anderson-1,Rory Anderson,Rory,Anderson,1993,1992-10-02,2015.0,7.0,254.0,TE,TE,2015.0,76.63,244.0,29.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AndeRo02,rodney-anderson-1,Rory Anderson,Rory,Anderson,1997,1996-09-12,2019.0,6.0,211.0,RB,RB,2019.0,72.0,224.0,31.11,30.75,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
AndeRo04,robby-anderson-1,Robby Anderson,Robby,Anderson,1993,1993-05-09,,,,,,,,,,,,,,,,,,,,,,,,,
AndeSc00,None,Scotty Anderson,Scotty,Anderson,1980,1979-11-24,2001.0,5.0,148.0,WR,WR,2001.0,74.1,184.0,24.13,31.5,7.5,17.0,23.0,0.0,0.0,0.0,0.0,4.57,0.0,34.5,115.0,0.0,0.0,0.0,0.0
AndeSt00,None,Stevie Anderson,Stevie,Anderson,1970,1970-05-12,1993.0,8.0,215.0,WR,WR,1993.0,76.3,207.0,25.6,32.63,8.88,0.0,0.0,0.0,0.0,1.57,2.66,4.57,0.0,35.0,115.0,4.15,11.38,0.0,8.73
AndeSt01,,Stephen Anderson,Stephen,Anderson,1993,1993-01-30,,,,,,,,,,,,,,,,,,,,,,,,,
AndrAn00,antonio-andrews-1,Antonio Andrews,Antonio,Andrews,1992,1992-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
AndrMa00,mark-andrews-1,Mark Andrews,Mark,Andrews,1996,1996-09-06,2018.0,3.0,86.0,TE,TE,2018.0,77.0,256.0,31.09,33.5,10.5,0.0,0.0,0.0,0.0,1.54,2.75,4.67,17.0,31.0,113.0,4.38,12.39,7.34,0.0
AndrMi20,mitch-andrews-1,Mitch Andrews,Mitch,Andrews,1964,1964-03-04,,,,,,,,,,,,,,,,,,,,,,,,,
AnelMa20,mark-anelli-1,Mark Anelli,Mark,Anelli,1979,1979-06-05,2002.0,6.0,201.0,TE,TE,2002.0,75.8,262.0,32.83,33.13,10.13,0.0,0.0,0.0,0.0,0.0,0.0,4.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0
AnguRi00,None,Richard Angulo,Richard,Angulo,1980,1980-08-13,2003.0,7.0,254.0,TE,,,,,,,,,,,,,,,,,,,,,
AnkrSc20,scott-ankrom-1,Scott Ankrom,Scott,Ankrom,1966,1966-01-04,1989.0,12.0,308.0,WR,,,,,,,,,,,,,,,,,,,,,
AnthRe00,reidel-anthony-1,Reidel Anthony,Reidel,Anthony,1977,1976-10-20,1997.0,1.0,16.0,WR,WR,1997.0,71.5,183.0,25.77,32.5,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnthTe21,terry-anthony-1,Terry Anthony,Terry,Anthony,1968,1968-03-09,1990.0,11.0,281.0,WR,WR,1990.0,72.0,199.0,27.64,30.75,9.5,0.0,0.0,0.0,0.0,1.67,2.88,4.85,0.0,29.5,114.0,4.19,11.45,0.0,8.57
ArbuCh00,charles-arbuckle-1,Charles Arbuckle,Charles,Arbuckle,1969,1968-09-13,1990.0,5.0,125.0,TE,TE,1990.0,74.0,241.0,31.69,32.5,10.0,0.0,0.0,0.0,0.0,1.68,2.73,4.73,18.0,31.0,115.0,4.32,12.05,0.0,8.81
ArceEm00,,Emmanuel Arceneaux,Emmanuel,Arceneaux,1987,1987-09-17,,,,,,,,,,,,,,,,,,,,,,,,,
ArceJJ00,jj-arcega-whiteside-1,JJ Arcega-Whiteside,JJ,Arcega-Whiteside,1997,1996-12-31,2019.0,2.0,57.0,WR,,,,,,,,,,,,,,,,,,,,,
ArchDa00,david-archer-1,David Archer,David,Archer,1962,1962-02-15,,,,,,,,,,,,,,,,,,,,,,,,,
ArchDr00,dri-archer-1,Dri Archer,Dri,Archer,1991,1991-08-09,2014.0,3.0,97.0,WR,WR,2014.0,67.75,173.0,27.14,31.0,8.88,0.0,0.0,0.0,0.0,1.49,2.51,4.26,20.0,38.0,122.0,4.06,0.0,6.86,0.0
ArchMi00,mike-archie-2,Mike Archie,Mike,Archie,1973,1972-10-14,1996.0,7.0,218.0,RB,RB,1996.0,68.0,206.0,32.08,31.5,10.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ArmaAl00,None,Alex Armah,Alex,Armah,1994,1994-05-17,2017.0,6.0,192.0,RB,,,,,,,,,,,,,,,,,,,,,
ArmoJu00,justin-armour-1,Justin Armour,Justin,Armour,1973,1973-01-01,1995.0,4.0,113.0,WR,WR,1995.0,76.6,221.0,27.12,32.0,10.5,0.0,0.0,0.0,0.0,1.68,2.75,4.71,0.0,32.5,116.0,4.04,11.36,0.0,7.8
ArmsAn00,,Anthony Armstrong,Anthony,Armstrong,1983,1983-03-29,,,,,,,,,,,,,,,,,,,,,,,,,
ArmsDe00,,Derick Armstrong,Derick,Armstrong,1979,1979-04-02,,,,,,,,,,,,,,,,,,,,,,,,,
ArmsRy00,ryquell-armstead-1,Ryquell Armstead,Ryquell,Armstead,1997,1996-10-30,2019.0,5.0,140.0,RB,RB,2019.0,71.0,220.0,31.42,30.63,9.13,0.0,0.0,0.0,0.0,0.0,0.0,4.45,22.0,30.0,114.0,4.29,0.0,7.02,0.0
ArmsTy00,tyji-armstrong-1,Tyji Armstrong,Tyji,Armstrong,1971,1970-10-03,1992.0,3.0,79.0,TE,TE,1992.0,76.4,257.0,31.7,33.63,7.88,0.0,0.0,0.0,0.0,1.72,2.82,4.93,20.0,29.5,107.0,4.54,12.16,0.0,10.6
ArnoDa00,,Dan Arnold,Dan,Arnold,1995,1995-03-15,,,,,,,,,,,,,,,,,,,,,,,,,
ArnoJa00,jahine-arnold-1,Jahine Arnold,Jahine,Arnold,1973,1973-06-19,1996.0,4.0,132.0,WR,,,,,,,,,,,,,,,,,,,,,
ArnoWa00,walt-arnold-2,Walt Arnold,Walt,Arnold,1958,1958-08-31,,,,,,,,,,,,,,,,,,,,,,,,,
AromDe00,devin-aromashodu-1,Devin Aromashodu,Devin,Aromashodu,1984,1984-05-23,2006.0,7.0,233.0,WR,WR,2006.0,74.5,201.0,26.07,32.75,9.13,5.0,15.5,0.0,0.0,1.56,2.57,4.4,0.0,39.0,120.0,4.16,11.38,7.04,0.0
ArriAd00,adrian-arrington-1,Adrian Arrington,Adrian,Arrington,1986,1985-11-07,2008.0,7.0,237.0,WR,,,,,,,,,,,,,,,,,,,,,
ArriJ.00,jj-arrington-1,J.J. Arrington,J.J.,Arrington,1983,1983-01-23,2005.0,2.0,44.0,RB,RB,2005.0,68.88,214.0,32.48,30.5,8.75,12.0,14.5,0.0,0.0,1.57,2.61,4.45,18.0,35.0,116.0,4.1,11.07,6.81,0.0
ArtiCa00,cameron-artis-payne-1,Cameron Artis-Payne,Cameron,Artis-Payne,1990,1990-06-23,2015.0,5.0,174.0,RB,RB,2015.0,69.75,212.0,31.37,29.63,8.88,0.0,0.0,0.0,0.0,1.61,2.67,4.53,0.0,36.5,118.0,0.0,0.0,7.13,0.0
AsheJa00,jamie-asher-1,Jamie Asher,Jamie,Asher,1973,1972-10-31,1995.0,5.0,137.0,TE,TE,1995.0,75.9,243.0,30.37,31.75,10.0,0.0,0.0,0.0,0.0,1.73,2.88,4.97,20.0,31.5,113.0,4.16,11.91,0.0,9.16
AshwTo20,tom-ashworth-1,Tom Ashworth,Tom,Ashworth,1977,1977-10-10,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaMa00,,Matt Asiata,Matt,Asiata,1987,1987-07-24,,,,,,,,,,,,,,,,,,,,,,,,,
AskaJo00,None,Joe Aska,Joe,Aska,1972,1972-07-14,1995.0,3.0,86.0,RB,RB,1995.0,70.5,230.0,33.32,31.63,10.13,0.0,0.0,0.0,0.0,1.62,2.61,4.43,14.0,34.5,120.0,4.31,11.28,0.0,8.76
AskeB.00,bj-askew-1,B.J. Askew,B.J.,Askew,1980,1980-08-19,2003.0,3.0,85.0,RB,,,,,,,,,,,,,,,,,,,,,
AtemMa00,marcell-ateman-1,Marcell Ateman,Marcell,Ateman,1995,1994-09-16,2018.0,7.0,228.0,WR,WR,2018.0,76.0,216.0,26.93,32.88,9.88,0.0,0.0,0.0,0.0,1.64,2.73,4.62,13.0,34.0,121.0,4.25,11.94,7.07,0.0
AtkiGe01,george-atkinson-iii-1,George Atkinson,George,Atkinson,1992,1992-11-29,,,,,,,,,,,,,,,,,,,,,,,,,
AuclAn00,,Antony Auclair,Antony,Auclair,1993,1993-05-28,,,,,,,,,,,,,,,,,,,,,,,,,
AusbDa00,david-ausberry-1,David Ausberry,David,Ausberry,1988,1987-09-25,2011.0,7.0,241.0,WR,,,,,,,,,,,,,,,,,,,,,
AustCl00,cliff-austin-1,Cliff Austin,Cliff,Austin,1960,1960-03-02,,,,,,,,,,,,,,,,,,,,,,,,,
AustMi00,,Miles Austin,Miles,Austin,1984,1984-06-30,,,,,,,,,,,,,,,,,,,,,,,,,
AustTa00,tavon-austin-1,Tavon Austin,Tavon,Austin,1990,1990-03-15,2013.0,1.0,8.0,WR,WR,2013.0,68.5,174.0,26.7,30.08,9.18,0.0,0.0,7.0,0.0,1.55,2.56,4.34,14.0,32.0,120.0,4.01,0.0,0.0,0.0
AustTe00,terrence-austin-1,Terrence Austin,Terrence,Austin,1988,1988-08-25,2010.0,7.0,219.0,WR,,,,,,,,,,,,,,,,,,,,,
